date,pageviews,country,iso_code,region,device,session_duration,bounce_rate
2021-03-31,6110,Australia,AUS,Oceania,Desktop,184.2,0.4626
2021-03-31,7662,Germany,DEU,Europe,Tablet,81.05,0.4047
2021-03-31,522,Nigeria,NGA,Africa,Mobile,103.74,0.217
2021-03-31,4340,South Africa,ZAF,Africa,Desktop,131.18,0.4321
2021-04-01,1558,United States,USA,North America,Desktop,146.33,0.2416
2021-04-01,3789,Germany,DEU,Europe,Tablet,63.55,0.2879
2021-04-01,496,Nigeria,NGA,Africa,Mobile,49.55,0.3161
2021-04-01,1363,India,IND,Asia,Tablet,72.48,0.2414
2021-04-01,1045,United Kingdom,GBR,Europe,Tablet,58.61,0.2199
2021-04-01,283,Germany,DEU,Europe,Desktop,133.26,0.364
2021-04-01,345,Nigeria,NGA,Africa,Mobile,77.83,0.3412
2021-04-01,21897,United States,USA,North America,Desktop,122.85,0.494
2021-04-01,22,Australia,AUS,Oceania,Desktop,122.85,0.4235
2021-04-01,567,Mexico,MEX,North America,Desktop,166.89,0.4916
2021-04-01,3253,China,CHN,Asia,Desktop,110.35,0.3066
2021-04-02,2552,Mexico,MEX,North America,Mobile,97.75,0.4737
2021-04-02,3267,United Kingdom,GBR,Europe,Desktop,97.83,0.2311
2021-04-02,10097,Japan,JPN,Asia,Desktop,190.5,0.3666
2021-04-02,2441,Japan,JPN,Asia,Desktop,101.94,0.3747
2021-04-02,6558,Canada,CAN,North America,Desktop,151.94,0.4675
2021-04-02,1400,Canada,CAN,North America,Mobile,145.71,0.4388
2021-04-02,1513,India,IND,Asia,Desktop,151.66,0.4648
2021-04-02,2899,Nigeria,NGA,Africa,Desktop,120.25,0.2589
2021-04-02,47,Australia,AUS,Oceania,Desktop,128.74,0.2775
2021-04-02,352,Mexico,MEX,North America,Mobile,64.17,0.4606
2021-04-02,3035,India,IND,Asia,Desktop,113.55,0.4435
2021-04-03,1900,Japan,JPN,Asia,Desktop,135.08,0.4044
2021-04-03,2843,United Kingdom,GBR,Europe,Desktop,88.47,0.3321
2021-04-03,6916,India,IND,Asia,Desktop,146.12,0.4633
2021-04-03,20425,Mexico,MEX,North America,Desktop,114.67,0.4057
2021-04-03,2559,Nigeria,NGA,Africa,Mobile,58.54,0.3459
2021-04-04,6543,Nigeria,NGA,Africa,Mobile,17.17,0.2554
2021-04-04,1126,Canada,CAN,North America,Desktop,134.79,0.3173
2021-04-04,1603,Germany,DEU,Europe,Mobile,103.41,0.4077
2021-04-04,654,India,IND,Asia,Desktop,167.31,0.4339
2021-04-04,4696,South Africa,ZAF,Africa,Mobile,59.05,0.286
2021-04-04,2362,United States,USA,North America,Tablet,29.68,0.3789
2021-04-04,2443,Germany,DEU,Europe,Desktop,126.36,0.2705
2021-04-04,2545,Canada,CAN,North America,Desktop,158.35,0.3442
2021-04-04,7570,France,FRA,Europe,Desktop,134.02,0.3238
2021-04-04,2528,Germany,DEU,Europe,Desktop,116.72,0.2054
2021-04-04,2699,China,CHN,Asia,Mobile,104.04,0.2751
2021-04-05,580,India,IND,Asia,Desktop,61.27,0.4465
2021-04-05,174,Brazil,BRA,South America,Mobile,70.22,0.4521
2021-04-05,519,Germany,DEU,Europe,Mobile,71.48,0.4188
2021-04-05,2515,Brazil,BRA,South America,Mobile,14.65,0.4614
2021-04-05,14890,United Kingdom,GBR,Europe,Desktop,132.42,0.4065
2021-04-05,1572,Canada,CAN,North America,Mobile,130.47,0.3507
2021-04-05,4996,Brazil,BRA,South America,Mobile,34.88,0.4066
2021-04-05,1106,United Kingdom,GBR,Europe,Desktop,126.59,0.3169
2021-04-05,5321,Mexico,MEX,North America,Desktop,112.22,0.3322
2021-04-05,3283,Japan,JPN,Asia,Tablet,109.42,0.2001
2021-04-06,2107,China,CHN,Asia,Desktop,121.74,0.3211
2021-04-06,1548,United States,USA,North America,Mobile,65.61,0.4636
2021-04-06,210,South Africa,ZAF,Africa,Desktop,171.61,0.3406
2021-04-06,7043,Canada,CAN,North America,Desktop,161.48,0.3862
2021-04-06,4751,Australia,AUS,Oceania,Mobile,48.65,0.2976
2021-04-06,6936,Mexico,MEX,North America,Desktop,90.99,0.3133
2021-04-06,6410,Australia,AUS,Oceania,Tablet,111.72,0.2963
2021-04-06,6089,France,FRA,Europe,Mobile,82.21,0.4227
2021-04-07,1225,United States,USA,North America,Desktop,113.82,0.2739
2021-04-07,4506,Germany,DEU,Europe,Desktop,133.78,0.2181
2021-04-07,8071,Canada,CAN,North America,Tablet,86.26,0.4142
2021-04-07,9718,United Kingdom,GBR,Europe,Desktop,116.92,0.4199
2021-04-07,10722,China,CHN,Asia,Desktop,132.33,0.2208
2021-04-07,789,France,FRA,Europe,Desktop,129.1,0.4222
2021-04-08,5526,France,FRA,Europe,Desktop,118.44,0.2715
2021-04-08,8555,South Africa,ZAF,Africa,Mobile,108.61,0.3271
2021-04-08,3331,Canada,CAN,North America,Mobile,35.6,0.444
2021-04-08,207,United States,USA,North America,Mobile,109.92,0.4983
2021-04-08,1742,United States,USA,North America,Desktop,116.74,0.2705
2021-04-08,527,Australia,AUS,Oceania,Mobile,73.93,0.2783
2021-04-08,1872,Brazil,BRA,South America,Mobile,74.52,0.3592
2021-04-08,4812,United States,USA,North America,Desktop,145.06,0.3373
2021-04-08,149,Canada,CAN,North America,Desktop,163.3,0.3755
2021-04-08,8068,United Kingdom,GBR,Europe,Tablet,116.66,0.3606
2021-04-08,55,Australia,AUS,Oceania,Desktop,167.07,0.2392
2021-04-09,1233,Japan,JPN,Asia,Mobile,134.77,0.4107
2021-04-09,384,United States,USA,North America,Desktop,124.6,0.4305
2021-04-09,721,United Kingdom,GBR,Europe,Mobile,80.82,0.3284
2021-04-09,7378,India,IND,Asia,Desktop,113.5,0.329
2021-04-09,5368,Mexico,MEX,North America,Tablet,84.13,0.2817
2021-04-09,872,Brazil,BRA,South America,Desktop,136.18,0.3833
2021-04-09,1806,Brazil,BRA,South America,Mobile,54.1,0.4873
2021-04-09,1577,Australia,AUS,Oceania,Desktop,82.0,0.4692
2021-04-09,2426,South Africa,ZAF,Africa,Desktop,152.01,0.2097
2021-04-09,9781,Brazil,BRA,South America,Desktop,97.36,0.3489
2021-04-09,3227,Germany,DEU,Europe,Desktop,105.18,0.2058
2021-04-10,2574,Nigeria,NGA,Africa,Desktop,101.16,0.2658
2021-04-10,995,France,FRA,Europe,Mobile,76.94,0.4599
2021-04-10,6785,China,CHN,Asia,Mobile,39.71,0.4189
2021-04-10,43,United States,USA,North America,Mobile,53.89,0.3259
2021-04-10,3084,Japan,JPN,Asia,Desktop,122.54,0.3966
2021-04-10,3019,Australia,AUS,Oceania,Tablet,56.49,0.4956
2021-04-10,10471,Australia,AUS,Oceania,Mobile,84.77,0.4382
2021-04-10,5331,United States,USA,North America,Tablet,131.44,0.3138
2021-04-10,49,Brazil,BRA,South America,Desktop,97.99,0.3318
2021-04-10,62,Japan,JPN,Asia,Mobile,93.9,0.3353
2021-04-10,2525,Japan,JPN,Asia,Mobile,29.63,0.272
2021-04-11,1265,Mexico,MEX,North America,Mobile,56.79,0.306
2021-04-11,4928,Nigeria,NGA,Africa,Desktop,131.56,0.2451
2021-04-11,453,Mexico,MEX,North America,Mobile,102.76,0.4466
2021-04-11,1006,Japan,JPN,Asia,Mobile,122.99,0.2479
2021-04-11,1681,China,CHN,Asia,Desktop,124.24,0.3864
2021-04-11,1003,China,CHN,Asia,Desktop,120.11,0.351
2021-04-11,1097,South Africa,ZAF,Africa,Tablet,64.6,0.4222
2021-04-11,8179,United Kingdom,GBR,Europe,Desktop,104.41,0.3668
2021-04-11,14961,Japan,JPN,Asia,Desktop,74.41,0.2316
2021-04-12,106,Mexico,MEX,North America,Desktop,111.65,0.2161
2021-04-12,4760,Nigeria,NGA,Africa,Mobile,38.37,0.4903
2021-04-12,220,Canada,CAN,North America,Desktop,103.89,0.2137
2021-04-12,2817,Japan,JPN,Asia,Mobile,5.0,0.2446
2021-04-12,2314,United States,USA,North America,Desktop,102.93,0.4301
2021-04-12,251,France,FRA,Europe,Desktop,98.6,0.4152
2021-04-12,4138,France,FRA,Europe,Desktop,190.89,0.2399
2021-04-12,12333,Australia,AUS,Oceania,Mobile,116.17,0.3439
2021-04-12,781,Australia,AUS,Oceania,Mobile,47.81,0.4325
2021-04-12,596,France,FRA,Europe,Mobile,66.34,0.4481
2021-04-12,6840,Brazil,BRA,South America,Mobile,97.16,0.2099
2021-04-13,2011,Canada,CAN,North America,Mobile,55.48,0.3619
2021-04-13,4836,United Kingdom,GBR,Europe,Mobile,69.25,0.2327
2021-04-13,15760,France,FRA,Europe,Desktop,54.35,0.32
2021-04-13,565,Brazil,BRA,South America,Desktop,118.83,0.3497
2021-04-13,377,France,FRA,Europe,Tablet,104.19,0.2669
2021-04-13,3425,Brazil,BRA,South America,Mobile,125.42,0.2935
2021-04-13,5522,United Kingdom,GBR,Europe,Mobile,30.46,0.4119
2021-04-13,2102,Germany,DEU,Europe,Mobile,108.4,0.4681
2021-04-13,669,Nigeria,NGA,Africa,Desktop,92.92,0.4437
2021-04-14,1889,China,CHN,Asia,Tablet,17.79,0.4083
2021-04-14,1197,Japan,JPN,Asia,Mobile,93.96,0.4129
2021-04-14,4558,Mexico,MEX,North America,Desktop,158.06,0.312
2021-04-14,3022,Mexico,MEX,North America,Mobile,142.04,0.3342
2021-04-14,4700,Australia,AUS,Oceania,Mobile,37.53,0.2657
2021-04-14,2337,Mexico,MEX,North America,Desktop,75.67,0.3664
2021-04-14,15345,Germany,DEU,Europe,Tablet,148.96,0.4094
2021-04-14,2469,India,IND,Asia,Mobile,53.72,0.2208
2021-04-15,1875,South Africa,ZAF,Africa,Desktop,93.74,0.4267
2021-04-15,3793,Germany,DEU,Europe,Desktop,131.89,0.3794
2021-04-15,5607,China,CHN,Asia,Mobile,102.28,0.4929
2021-04-15,11405,Australia,AUS,Oceania,Tablet,63.98,0.4802
2021-04-15,12542,Brazil,BRA,South America,Desktop,138.37,0.3613
2021-04-16,3587,India,IND,Asia,Desktop,155.59,0.2889
2021-04-16,3091,United States,USA,North America,Mobile,42.66,0.3439
2021-04-16,4764,Mexico,MEX,North America,Desktop,141.4,0.316
2021-04-16,6662,Canada,CAN,North America,Desktop,129.91,0.2606
2021-04-16,594,France,FRA,Europe,Desktop,131.03,0.3707
2021-04-16,620,South Africa,ZAF,Africa,Mobile,127.36,0.2574
2021-04-16,6511,Nigeria,NGA,Africa,Mobile,141.67,0.3132
2021-04-16,37,France,FRA,Europe,Desktop,128.83,0.4383
2021-04-16,1940,United Kingdom,GBR,Europe,Desktop,125.85,0.2233
2021-04-16,7125,France,FRA,Europe,Desktop,71.78,0.2373
2021-04-17,283,Nigeria,NGA,Africa,Mobile,69.58,0.4522
2021-04-17,723,India,IND,Asia,Desktop,159.33,0.292
2021-04-17,2804,India,IND,Asia,Mobile,41.2,0.2004
2021-04-17,82,South Africa,ZAF,Africa,Mobile,96.69,0.4715
2021-04-17,19952,Brazil,BRA,South America,Desktop,175.94,0.4728
2021-04-17,11197,Japan,JPN,Asia,Desktop,95.88,0.2077
2021-04-18,2979,South Africa,ZAF,Africa,Desktop,121.71,0.2013
2021-04-18,4708,United States,USA,North America,Desktop,123.18,0.2859
2021-04-18,1970,Mexico,MEX,North America,Mobile,22.68,0.3301
2021-04-18,1465,South Africa,ZAF,Africa,Desktop,91.4,0.4846
2021-04-18,1309,Australia,AUS,Oceania,Tablet,35.95,0.3158
2021-04-18,5863,Australia,AUS,Oceania,Mobile,91.29,0.447
2021-04-18,4154,Nigeria,NGA,Africa,Desktop,119.19,0.2227
2021-04-18,1355,China,CHN,Asia,Desktop,116.24,0.3902
2021-04-18,7000,France,FRA,Europe,Mobile,132.36,0.3308
2021-04-18,721,Japan,JPN,Asia,Mobile,15.73,0.2788
2021-04-18,3555,China,CHN,Asia,Desktop,135.31,0.3571
2021-04-19,12869,France,FRA,Europe,Desktop,150.64,0.4018
2021-04-19,2065,United Kingdom,GBR,Europe,Mobile,46.69,0.2277
2021-04-19,1172,Nigeria,NGA,Africa,Mobile,46.22,0.2864
2021-04-19,3136,Nigeria,NGA,Africa,Desktop,133.98,0.3488
2021-04-19,7916,Brazil,BRA,South America,Mobile,33.41,0.337
2021-04-19,8431,Australia,AUS,Oceania,Mobile,73.89,0.4432
2021-04-20,4472,South Africa,ZAF,Africa,Mobile,50.82,0.3915
2021-04-20,11420,Japan,JPN,Asia,Mobile,37.12,0.2737
2021-04-20,2358,Nigeria,NGA,Africa,Mobile,66.45,0.4371
2021-04-20,4537,South Africa,ZAF,Africa,Mobile,75.03,0.2675
2021-04-20,2696,Germany,DEU,Europe,Desktop,123.45,0.4421
2021-04-20,904,Japan,JPN,Asia,Desktop,115.99,0.3661
2021-04-20,5306,Nigeria,NGA,Africa,Desktop,119.37,0.4715
2021-04-20,3987,Nigeria,NGA,Africa,Desktop,138.81,0.3609
2021-04-21,11414,Mexico,MEX,North America,Desktop,153.67,0.3705
2021-04-21,7629,India,IND,Asia,Mobile,47.08,0.4444
2021-04-21,572,France,FRA,Europe,Mobile,147.48,0.2368
2021-04-21,701,Nigeria,NGA,Africa,Desktop,113.79,0.358
2021-04-21,6814,Japan,JPN,Asia,Desktop,126.14,0.4579
2021-04-21,4938,Mexico,MEX,North America,Desktop,87.01,0.3401
2021-04-21,2974,Mexico,MEX,North America,Mobile,97.88,0.476
2021-04-22,22,Mexico,MEX,North America,Mobile,118.67,0.2979
2021-04-22,6510,France,FRA,Europe,Mobile,51.48,0.3026
2021-04-22,17770,South Africa,ZAF,Africa,Desktop,95.06,0.4905
2021-04-22,4193,United States,USA,North America,Mobile,151.51,0.4193
2021-04-22,6430,United States,USA,North America,Desktop,150.57,0.35
2021-04-23,807,China,CHN,Asia,Mobile,52.33,0.3052
2021-04-23,6870,South Africa,ZAF,Africa,Desktop,96.18,0.4873
2021-04-23,481,India,IND,Asia,Mobile,75.76,0.2889
2021-04-23,1049,United States,USA,North America,Desktop,127.7,0.4479
2021-04-23,12263,United Kingdom,GBR,Europe,Desktop,113.88,0.3406
2021-04-23,3986,China,CHN,Asia,Mobile,90.81,0.3609
2021-04-23,3791,United States,USA,North America,Mobile,47.28,0.209
2021-04-23,261,Canada,CAN,North America,Mobile,152.59,0.4507
2021-04-23,5338,United States,USA,North America,Mobile,81.57,0.3585
2021-04-24,1513,South Africa,ZAF,Africa,Mobile,68.89,0.4631
2021-04-24,6274,United States,USA,North America,Desktop,148.13,0.2553
2021-04-24,2993,Brazil,BRA,South America,Mobile,120.15,0.4263
2021-04-24,9633,Australia,AUS,Oceania,Mobile,144.05,0.2398
2021-04-24,9780,Germany,DEU,Europe,Desktop,131.75,0.4191
2021-04-24,585,United Kingdom,GBR,Europe,Desktop,111.89,0.404
2021-04-24,805,Japan,JPN,Asia,Desktop,56.07,0.3943
2021-04-24,3561,Brazil,BRA,South America,Mobile,93.16,0.2212
2021-04-25,949,United Kingdom,GBR,Europe,Desktop,113.66,0.4074
2021-04-25,8402,Mexico,MEX,North America,Mobile,68.98,0.33
2021-04-25,298,Germany,DEU,Europe,Desktop,132.14,0.4489
2021-04-25,2800,South Africa,ZAF,Africa,Desktop,124.27,0.2213
2021-04-25,4744,Germany,DEU,Europe,Tablet,115.73,0.3517
2021-04-25,10109,Canada,CAN,North America,Mobile,50.23,0.3438
2021-04-25,107,United Kingdom,GBR,Europe,Tablet,51.34,0.2187
2021-04-25,2466,United States,USA,North America,Desktop,111.52,0.3163
2021-04-25,1390,United Kingdom,GBR,Europe,Desktop,120.37,0.2439
2021-04-25,3719,China,CHN,Asia,Mobile,23.6,0.2222
2021-04-26,5088,South Africa,ZAF,Africa,Mobile,78.19,0.3
2021-04-26,4349,United Kingdom,GBR,Europe,Desktop,84.74,0.3349
2021-04-26,4331,United States,USA,North America,Desktop,129.09,0.3067
2021-04-26,314,Germany,DEU,Europe,Desktop,145.99,0.4994
2021-04-26,9137,France,FRA,Europe,Tablet,60.05,0.3602
2021-04-26,10046,France,FRA,Europe,Mobile,71.33,0.4601
2021-04-26,2015,France,FRA,Europe,Mobile,72.92,0.4157
2021-04-27,3067,India,IND,Asia,Desktop,147.47,0.3675
2021-04-27,7254,Canada,CAN,North America,Desktop,113.81,0.207
2021-04-27,27,China,CHN,Asia,Desktop,127.96,0.4139
2021-04-27,2381,India,IND,Asia,Desktop,90.16,0.2545
2021-04-27,6809,Australia,AUS,Oceania,Desktop,89.98,0.3838
2021-04-27,1668,Mexico,MEX,North America,Tablet,58.66,0.3498
2021-04-27,1785,China,CHN,Asia,Desktop,117.81,0.3918
2021-04-27,10645,United States,USA,North America,Tablet,59.25,0.2447
2021-04-27,2034,India,IND,Asia,Desktop,87.73,0.4079
2021-04-28,6128,Mexico,MEX,North America,Desktop,176.7,0.261
2021-04-28,6858,United Kingdom,GBR,Europe,Mobile,142.64,0.4997
2021-04-28,551,Japan,JPN,Asia,Desktop,99.82,0.2577
2021-04-28,9015,Japan,JPN,Asia,Desktop,136.97,0.3286
2021-04-28,4256,United States,USA,North America,Mobile,142.56,0.3984
2021-04-28,845,Australia,AUS,Oceania,Tablet,162.5,0.2605
2021-04-28,2462,Mexico,MEX,North America,Desktop,80.28,0.201
2021-04-28,5592,Nigeria,NGA,Africa,Desktop,136.19,0.4436
2021-04-29,5433,China,CHN,Asia,Desktop,75.16,0.3658
2021-04-29,5435,Australia,AUS,Oceania,Mobile,103.32,0.3004
2021-04-29,5195,France,FRA,Europe,Desktop,47.48,0.4649
2021-04-29,3283,Brazil,BRA,South America,Desktop,84.15,0.4114
2021-04-29,7420,Germany,DEU,Europe,Mobile,84.27,0.3895
2021-04-29,8603,Canada,CAN,North America,Mobile,115.47,0.42
2021-04-30,1127,India,IND,Asia,Mobile,33.11,0.2423
2021-04-30,3858,Japan,JPN,Asia,Tablet,66.99,0.3505
2021-04-30,3718,United Kingdom,GBR,Europe,Mobile,67.31,0.4961
2021-04-30,11731,Canada,CAN,North America,Desktop,166.48,0.4609
2021-04-30,2792,Brazil,BRA,South America,Tablet,22.23,0.4649
2021-04-30,2854,China,CHN,Asia,Mobile,80.93,0.234
2021-04-30,1351,Mexico,MEX,North America,Mobile,120.48,0.495
2021-04-30,8155,Germany,DEU,Europe,Desktop,102.97,0.3055
2021-05-01,9734,Mexico,MEX,North America,Mobile,52.55,0.4147
2021-05-01,664,Australia,AUS,Oceania,Desktop,106.79,0.3814
2021-05-01,4898,France,FRA,Europe,Desktop,153.22,0.2563
2021-05-01,3862,South Africa,ZAF,Africa,Desktop,82.01,0.3653
2021-05-01,2387,South Africa,ZAF,Africa,Mobile,5.0,0.3666
2021-05-01,2326,India,IND,Asia,Desktop,148.5,0.4578
2021-05-01,2636,United States,USA,North America,Mobile,113.54,0.4767
2021-05-01,8341,Canada,CAN,North America,Mobile,81.99,0.2256
2021-05-02,4738,Japan,JPN,Asia,Mobile,95.52,0.3234
2021-05-02,13391,Australia,AUS,Oceania,Mobile,155.66,0.3434
2021-05-02,2150,Australia,AUS,Oceania,Mobile,64.73,0.2514
2021-05-02,5765,United Kingdom,GBR,Europe,Tablet,129.49,0.2028
2021-05-02,6749,United Kingdom,GBR,Europe,Mobile,5.0,0.3082
2021-05-02,2652,France,FRA,Europe,Mobile,101.66,0.2102
2021-05-03,3701,Australia,AUS,Oceania,Mobile,86.31,0.4355
2021-05-03,3295,Mexico,MEX,North America,Mobile,54.35,0.4385
2021-05-03,4497,Mexico,MEX,North America,Desktop,119.35,0.2612
2021-05-03,1145,South Africa,ZAF,Africa,Tablet,95.56,0.4061
2021-05-03,9291,Brazil,BRA,South America,Mobile,108.42,0.2825
2021-05-03,1807,United Kingdom,GBR,Europe,Mobile,116.52,0.2993
2021-05-03,472,United Kingdom,GBR,Europe,Mobile,86.94,0.4999
2021-05-03,7078,United States,USA,North America,Desktop,132.7,0.2935
2021-05-03,542,China,CHN,Asia,Mobile,116.57,0.4097
2021-05-03,1627,India,IND,Asia,Desktop,86.67,0.2786
2021-05-03,2107,Nigeria,NGA,Africa,Mobile,134.59,0.2363
2021-05-04,2797,Mexico,MEX,North America,Mobile,141.39,0.2721
2021-05-04,938,Australia,AUS,Oceania,Desktop,90.13,0.4777
2021-05-04,1673,Canada,CAN,North America,Mobile,111.96,0.4517
2021-05-04,141,United Kingdom,GBR,Europe,Mobile,87.4,0.3604
2021-05-04,17641,United States,USA,North America,Mobile,108.38,0.4192
2021-05-04,6234,Nigeria,NGA,Africa,Desktop,121.36,0.4321
2021-05-04,4351,Nigeria,NGA,Africa,Tablet,82.77,0.3664
2021-05-04,196,France,FRA,Europe,Mobile,90.54,0.2702
2021-05-04,2123,Mexico,MEX,North America,Mobile,79.12,0.3796
2021-05-05,2274,Nigeria,NGA,Africa,Desktop,117.7,0.433
2021-05-05,5328,Germany,DEU,Europe,Desktop,72.5,0.3604
2021-05-05,5364,United Kingdom,GBR,Europe,Mobile,83.78,0.2028
2021-05-05,3878,South Africa,ZAF,Africa,Mobile,49.98,0.3214
2021-05-05,2464,Germany,DEU,Europe,Desktop,173.42,0.2339
2021-05-05,13459,United States,USA,North America,Mobile,122.23,0.3888
2021-05-05,1551,Australia,AUS,Oceania,Desktop,103.43,0.337
2021-05-05,1615,Australia,AUS,Oceania,Mobile,40.38,0.4114
2021-05-06,3795,Brazil,BRA,South America,Mobile,126.81,0.3271
2021-05-06,2492,China,CHN,Asia,Mobile,102.83,0.3946
2021-05-06,8287,France,FRA,Europe,Tablet,96.96,0.3471
2021-05-06,3348,Nigeria,NGA,Africa,Mobile,110.82,0.3414
2021-05-06,7596,France,FRA,Europe,Mobile,173.64,0.3397
2021-05-06,7474,France,FRA,Europe,Mobile,130.59,0.3477
2021-05-06,2548,Japan,JPN,Asia,Desktop,110.85,0.3918
2021-05-07,1404,Brazil,BRA,South America,Mobile,133.52,0.2707
2021-05-07,11374,Germany,DEU,Europe,Mobile,56.27,0.2715
2021-05-07,6551,Brazil,BRA,South America,Desktop,46.99,0.3648
2021-05-07,4621,China,CHN,Asia,Desktop,145.87,0.3178
2021-05-07,161,United States,USA,North America,Mobile,52.61,0.424
2021-05-07,182,Nigeria,NGA,Africa,Mobile,102.52,0.2026
2021-05-07,5302,Japan,JPN,Asia,Mobile,93.95,0.3831
2021-05-07,6280,France,FRA,Europe,Tablet,87.97,0.4365
2021-05-08,9339,Canada,CAN,North America,Desktop,98.43,0.2301
2021-05-08,478,Nigeria,NGA,Africa,Desktop,92.07,0.2931
2021-05-08,3640,Germany,DEU,Europe,Desktop,149.81,0.3606
2021-05-08,6660,Australia,AUS,Oceania,Tablet,7.02,0.4623
2021-05-08,4703,Nigeria,NGA,Africa,Tablet,51.18,0.4514
2021-05-08,9970,Australia,AUS,Oceania,Mobile,73.19,0.4113
2021-05-08,1010,Australia,AUS,Oceania,Desktop,109.26,0.4572
2021-05-09,2599,France,FRA,Europe,Desktop,60.92,0.4514
2021-05-09,12913,Australia,AUS,Oceania,Desktop,133.28,0.3259
2021-05-09,467,India,IND,Asia,Desktop,112.98,0.3936
2021-05-09,72,United Kingdom,GBR,Europe,Desktop,100.91,0.3361
2021-05-09,13567,Brazil,BRA,South America,Desktop,86.71,0.3135
2021-05-09,3461,China,CHN,Asia,Mobile,60.99,0.3667
2021-05-09,2277,Canada,CAN,North America,Desktop,117.86,0.4116
2021-05-10,1129,Japan,JPN,Asia,Mobile,146.16,0.3879
2021-05-10,6169,Mexico,MEX,North America,Mobile,96.8,0.4405
2021-05-10,8832,Brazil,BRA,South America,Mobile,10.99,0.2284
2021-05-10,1437,United States,USA,North America,Desktop,91.74,0.4034
2021-05-10,18646,United States,USA,North America,Mobile,30.89,0.4255
2021-05-11,17601,Germany,DEU,Europe,Desktop,78.68,0.4549
2021-05-11,7372,India,IND,Asia,Desktop,102.09,0.4984
2021-05-11,479,Japan,JPN,Asia,Mobile,17.98,0.2339
2021-05-11,6709,India,IND,Asia,Mobile,5.0,0.3802
2021-05-11,4709,Australia,AUS,Oceania,Desktop,114.6,0.2731
2021-05-12,2306,Mexico,MEX,North America,Desktop,170.54,0.2543
2021-05-12,688,Australia,AUS,Oceania,Tablet,146.08,0.3622
2021-05-12,16336,Australia,AUS,Oceania,Tablet,37.31,0.2063
2021-05-12,2849,Germany,DEU,Europe,Desktop,99.18,0.4217
2021-05-12,7156,Brazil,BRA,South America,Desktop,123.12,0.2365
2021-05-12,5690,South Africa,ZAF,Africa,Desktop,119.15,0.3571
2021-05-12,210,United States,USA,North America,Desktop,114.76,0.3422
2021-05-12,1162,Brazil,BRA,South America,Desktop,96.27,0.339
2021-05-13,18086,United Kingdom,GBR,Europe,Desktop,132.62,0.211
2021-05-13,53,Australia,AUS,Oceania,Desktop,152.16,0.4096
2021-05-13,9151,United Kingdom,GBR,Europe,Desktop,152.81,0.3272
2021-05-13,1591,China,CHN,Asia,Desktop,118.94,0.4289
2021-05-13,780,Canada,CAN,North America,Desktop,148.74,0.4074
2021-05-13,234,France,FRA,Europe,Mobile,136.82,0.2261
2021-05-13,6560,Nigeria,NGA,Africa,Desktop,133.04,0.356
2021-05-14,14457,United Kingdom,GBR,Europe,Mobile,32.84,0.3658
2021-05-14,7397,Nigeria,NGA,Africa,Desktop,110.73,0.3786
2021-05-14,2163,China,CHN,Asia,Mobile,47.71,0.4925
2021-05-14,998,Brazil,BRA,South America,Mobile,69.47,0.3931
2021-05-14,10835,Canada,CAN,North America,Desktop,160.32,0.236
2021-05-15,5912,France,FRA,Europe,Mobile,152.53,0.2307
2021-05-15,3663,United States,USA,North America,Desktop,139.75,0.4803
2021-05-15,2217,China,CHN,Asia,Desktop,94.26,0.4893
2021-05-15,673,Nigeria,NGA,Africa,Tablet,13.56,0.4188
2021-05-15,3254,South Africa,ZAF,Africa,Desktop,141.29,0.4512
2021-05-15,1911,India,IND,Asia,Desktop,150.74,0.2807
2021-05-15,1197,Australia,AUS,Oceania,Desktop,147.35,0.3271
2021-05-15,6514,Canada,CAN,North America,Mobile,93.81,0.2957
2021-05-15,10291,Germany,DEU,Europe,Desktop,138.58,0.4945
2021-05-16,5575,South Africa,ZAF,Africa,Desktop,136.57,0.3045
2021-05-16,10094,South Africa,ZAF,Africa,Desktop,134.47,0.2123
2021-05-16,9695,United Kingdom,GBR,Europe,Desktop,98.55,0.3779
2021-05-16,69,Canada,CAN,North America,Tablet,92.12,0.4676
2021-05-16,2852,Brazil,BRA,South America,Tablet,119.54,0.3436
2021-05-16,5786,Nigeria,NGA,Africa,Mobile,52.0,0.2693
2021-05-16,1796,Australia,AUS,Oceania,Mobile,60.08,0.2031
2021-05-17,6937,Mexico,MEX,North America,Mobile,90.15,0.3445
2021-05-17,1146,South Africa,ZAF,Africa,Tablet,59.49,0.3399
2021-05-17,2246,Germany,DEU,Europe,Tablet,50.62,0.4499
2021-05-17,4020,Nigeria,NGA,Africa,Mobile,35.14,0.257
2021-05-17,1075,Mexico,MEX,North America,Desktop,73.55,0.4856
2021-05-17,5227,Canada,CAN,North America,Desktop,98.67,0.3034
2021-05-17,10510,Japan,JPN,Asia,Desktop,112.82,0.3088
2021-05-17,1291,Nigeria,NGA,Africa,Desktop,136.66,0.4128
2021-05-17,3738,China,CHN,Asia,Desktop,125.4,0.4248
2021-05-18,5729,Germany,DEU,Europe,Tablet,48.46,0.3604
2021-05-18,12968,United States,USA,North America,Desktop,92.57,0.3971
2021-05-18,4395,Canada,CAN,North America,Desktop,95.75,0.4828
2021-05-18,418,South Africa,ZAF,Africa,Tablet,183.21,0.3199
2021-05-18,5152,Nigeria,NGA,Africa,Desktop,89.76,0.4699
2021-05-18,2776,South Africa,ZAF,Africa,Mobile,83.37,0.3801
2021-05-18,208,France,FRA,Europe,Mobile,142.19,0.2058
